date,price,commodity,ticker
2019-05-15,109.67500305175781,Cattle,LE=F
2019-05-16,110.4749984741211,Cattle,LE=F
2019-05-17,111.2750015258789,Cattle,LE=F
2019-05-20,111.3499984741211,Cattle,LE=F
2019-05-21,110.8499984741211,Cattle,LE=F
2019-05-22,110.6500015258789,Cattle,LE=F
2019-05-23,110.80000305175781,Cattle,LE=F
2019-05-24,111.17500305175781,Cattle,LE=F
2019-05-28,111.55000305175781,Cattle,LE=F
2019-05-29,112.3499984741211,Cattle,LE=F
2019-05-30,110.07499694824219,Cattle,LE=F
2019-05-31,108.4749984741211,Cattle,LE=F
2019-06-03,106.7750015258789,Cattle,LE=F
2019-06-04,107.55000305175781,Cattle,LE=F
2019-06-05,107.8499984741211,Cattle,LE=F
2019-06-06,107.5999984741211,Cattle,LE=F
2019-06-07,106.92500305175781,Cattle,LE=F
2019-06-10,109.69999694824219,Cattle,LE=F
2019-06-11,110.67500305175781,Cattle,LE=F
2019-06-12,109.6500015258789,Cattle,LE=F
2019-06-13,109.05000305175781,Cattle,LE=F
2019-06-14,108.7750015258789,Cattle,LE=F
2019-06-17,109.44999694824219,Cattle,LE=F
2019-06-18,109.44999694824219,Cattle,LE=F
2019-06-19,108.5,Cattle,LE=F
2019-06-20,108.17500305175781,Cattle,LE=F
2019-06-21,106.55000305175781,Cattle,LE=F
2019-06-24,106.92500305175781,Cattle,LE=F
2019-06-25,107.75,Cattle,LE=F
2019-06-26,109,Cattle,LE=F
2019-06-27,110.57499694824219,Cattle,LE=F
2019-06-28,110.5,Cattle,LE=F
2019-07-01,104.0999984741211,Cattle,LE=F
2019-07-02,104.0999984741211,Cattle,LE=F
2019-07-03,105.44999694824219,Cattle,LE=F
2019-07-05,107,Cattle,LE=F
2019-07-08,106.1500015258789,Cattle,LE=F
2019-07-09,108.125,Cattle,LE=F
2019-07-10,107.625,Cattle,LE=F
2019-07-11,107.875,Cattle,LE=F
2019-07-12,108.4749984741211,Cattle,LE=F
2019-07-15,108.5,Cattle,LE=F
2019-07-16,108.2249984741211,Cattle,LE=F
2019-07-17,108.125,Cattle,LE=F
2019-07-18,107.4000015258789,Cattle,LE=F
2019-07-19,107.5999984741211,Cattle,LE=F
2019-07-22,108.44999694824219,Cattle,LE=F
2019-07-23,109.05000305175781,Cattle,LE=F
2019-07-24,108.9000015258789,Cattle,LE=F
2019-07-25,108.6500015258789,Cattle,LE=F
2019-07-26,108.6500015258789,Cattle,LE=F
2019-07-29,108.6500015258789,Cattle,LE=F
2019-07-30,108.0999984741211,Cattle,LE=F
2019-07-31,106.9000015258789,Cattle,LE=F
2019-08-01,107.875,Cattle,LE=F
2019-08-02,107.6500015258789,Cattle,LE=F
2019-08-05,107.80000305175781,Cattle,LE=F
2019-08-06,107.125,Cattle,LE=F
2019-08-07,107.5999984741211,Cattle,LE=F
2019-08-08,107.94999694824219,Cattle,LE=F
2019-08-09,108.05000305175781,Cattle,LE=F
2019-08-12,105.05000305175781,Cattle,LE=F
2019-08-13,100.55000305175781,Cattle,LE=F
2019-08-14,100.19999694824219,Cattle,LE=F
2019-08-15,100.19999694824219,Cattle,LE=F
2019-08-16,99.92500305175781,Cattle,LE=F
2019-08-19,100.19999694824219,Cattle,LE=F
2019-08-20,101.80000305175781,Cattle,LE=F
2019-08-21,102.67500305175781,Cattle,LE=F
2019-08-22,104.9749984741211,Cattle,LE=F
2019-08-23,104.625,Cattle,LE=F
2019-08-26,105.4749984741211,Cattle,LE=F
2019-08-27,104.75,Cattle,LE=F
2019-08-28,105.07499694824219,Cattle,LE=F
2019-08-29,105.6500015258789,Cattle,LE=F
2019-08-30,105,Cattle,LE=F
2019-09-03,99.2750015258789,Cattle,LE=F
2019-09-04,99.0250015258789,Cattle,LE=F
2019-09-05,97.875,Cattle,LE=F
2019-09-06,94.875,Cattle,LE=F
2019-09-09,94.19999694824219,Cattle,LE=F
2019-09-10,96.1500015258789,Cattle,LE=F
2019-09-11,98.5,Cattle,LE=F
2019-09-12,98.7249984741211,Cattle,LE=F
2019-09-13,98.07499694824219,Cattle,LE=F
2019-09-16,98,Cattle,LE=F
2019-09-17,99.3499984741211,Cattle,LE=F
2019-09-18,100.375,Cattle,LE=F
2019-09-19,99.80000305175781,Cattle,LE=F
2019-09-20,99.3499984741211,Cattle,LE=F
2019-09-23,101.8499984741211,Cattle,LE=F
2019-09-24,102.125,Cattle,LE=F
2019-09-25,103,Cattle,LE=F
2019-09-26,102.94999694824219,Cattle,LE=F
2019-09-27,105.0250015258789,Cattle,LE=F
2019-09-30,104.57499694824219,Cattle,LE=F
2019-10-01,104.625,Cattle,LE=F
2019-10-02,106.05000305175781,Cattle,LE=F
2019-10-03,106.80000305175781,Cattle,LE=F
2019-10-04,107.3499984741211,Cattle,LE=F
2019-10-07,108.25,Cattle,LE=F
2019-10-08,108.17500305175781,Cattle,LE=F
2019-10-09,108.4749984741211,Cattle,LE=F
2019-10-10,108.7249984741211,Cattle,LE=F
2019-10-11,109.44999694824219,Cattle,LE=F
2019-10-14,110.625,Cattle,LE=F
2019-10-15,111,Cattle,LE=F
2019-10-16,112.3499984741211,Cattle,LE=F
2019-10-17,112.4000015258789,Cattle,LE=F
2019-10-18,110.4749984741211,Cattle,LE=F
2019-10-21,110.94999694824219,Cattle,LE=F
2019-10-22,109.875,Cattle,LE=F
2019-10-23,110.19999694824219,Cattle,LE=F
2019-10-24,110.42500305175781,Cattle,LE=F
2019-10-25,111.9749984741211,Cattle,LE=F
2019-10-28,112.875,Cattle,LE=F
2019-10-29,113.3499984741211,Cattle,LE=F
2019-10-30,113.375,Cattle,LE=F
2019-10-31,111.67500305175781,Cattle,LE=F
2019-11-01,119.5250015258789,Cattle,LE=F
2019-11-04,120.07499694824219,Cattle,LE=F
2019-11-05,119.44999694824219,Cattle,LE=F
2019-11-06,119,Cattle,LE=F
2019-11-07,119,Cattle,LE=F
2019-11-08,119.25,Cattle,LE=F
2019-11-11,119.875,Cattle,LE=F
2019-11-12,119.75,Cattle,LE=F
2019-11-13,118.0999984741211,Cattle,LE=F
2019-11-14,119.07499694824219,Cattle,LE=F
2019-11-15,119.0999984741211,Cattle,LE=F
2019-11-18,118.69999694824219,Cattle,LE=F
2019-11-19,118.7750015258789,Cattle,LE=F
2019-11-20,119.30000305175781,Cattle,LE=F
2019-11-21,119.32499694824219,Cattle,LE=F
2019-11-22,118.67500305175781,Cattle,LE=F
2019-11-25,119.69999694824219,Cattle,LE=F
2019-11-26,120.4000015258789,Cattle,LE=F
2019-11-27,121.42500305175781,Cattle,LE=F
2019-11-29,121.19999694824219,Cattle,LE=F
2019-12-02,120.75,Cattle,LE=F
2019-12-03,120.55000305175781,Cattle,LE=F
2019-12-04,119.44999694824219,Cattle,LE=F
2019-12-05,119.92500305175781,Cattle,LE=F
2019-12-06,120.19999694824219,Cattle,LE=F
2019-12-09,120.17500305175781,Cattle,LE=F
2019-12-10,119.875,Cattle,LE=F
2019-12-11,120.57499694824219,Cattle,LE=F
2019-12-12,120.42500305175781,Cattle,LE=F
2019-12-13,122.375,Cattle,LE=F
2019-12-16,122.30000305175781,Cattle,LE=F
2019-12-17,122.2249984741211,Cattle,LE=F
2019-12-18,122.25,Cattle,LE=F
2019-12-19,122.125,Cattle,LE=F
2019-12-20,122.2249984741211,Cattle,LE=F
2019-12-23,122.4000015258789,Cattle,LE=F
2019-12-24,122.6500015258789,Cattle,LE=F
2019-12-26,123.2750015258789,Cattle,LE=F
2019-12-27,123.5,Cattle,LE=F
2019-12-30,124.0999984741211,Cattle,LE=F
2019-12-31,124.69999694824219,Cattle,LE=F
2020-01-02,125.7750015258789,Cattle,LE=F
2020-01-03,124.7249984741211,Cattle,LE=F
2020-01-06,127.2750015258789,Cattle,LE=F
2020-01-07,126.5250015258789,Cattle,LE=F
2020-01-08,126.3499984741211,Cattle,LE=F
2020-01-09,126.7249984741211,Cattle,LE=F
2020-01-10,127.42500305175781,Cattle,LE=F
2020-01-13,126.55000305175781,Cattle,LE=F
2020-01-14,126.8499984741211,Cattle,LE=F
2020-01-15,126.5999984741211,Cattle,LE=F
2020-01-16,126.125,Cattle,LE=F
2020-01-17,126.3499984741211,Cattle,LE=F
2020-01-21,126.375,Cattle,LE=F
2020-01-22,126.17500305175781,Cattle,LE=F
2020-01-23,124.67500305175781,Cattle,LE=F
2020-01-24,124.8499984741211,Cattle,LE=F
2020-01-27,122.25,Cattle,LE=F
2020-01-28,122.1500015258789,Cattle,LE=F
2020-01-29,121.75,Cattle,LE=F
2020-01-30,121.7750015258789,Cattle,LE=F
2020-01-31,121.375,Cattle,LE=F
2020-02-03,121.67500305175781,Cattle,LE=F
2020-02-04,121.625,Cattle,LE=F
2020-02-05,120.75,Cattle,LE=F
2020-02-06,121.125,Cattle,LE=F
2020-02-07,121.32499694824219,Cattle,LE=F
2020-02-10,120.30000305175781,Cattle,LE=F
2020-02-11,119.07499694824219,Cattle,LE=F
2020-02-12,118.94999694824219,Cattle,LE=F
2020-02-13,119.44999694824219,Cattle,LE=F
2020-02-14,120.82499694824219,Cattle,LE=F
2020-02-18,121.42500305175781,Cattle,LE=F
2020-02-19,121.30000305175781,Cattle,LE=F
2020-02-20,120.0999984741211,Cattle,LE=F
2020-02-21,119.7249984741211,Cattle,LE=F
2020-02-24,117,Cattle,LE=F
2020-02-25,115.0250015258789,Cattle,LE=F
2020-02-26,114.07499694824219,Cattle,LE=F
2020-02-27,112.625,Cattle,LE=F
2020-02-28,112.69999694824219,Cattle,LE=F
2020-03-02,110.1500015258789,Cattle,LE=F
2020-03-03,110.0999984741211,Cattle,LE=F
2020-03-04,111.2750015258789,Cattle,LE=F
2020-03-05,108.6500015258789,Cattle,LE=F
2020-03-06,105.75,Cattle,LE=F
2020-03-09,102.8499984741211,Cattle,LE=F
2020-03-10,105.44999694824219,Cattle,LE=F
2020-03-11,103.07499694824219,Cattle,LE=F
2020-03-12,100.07499694824219,Cattle,LE=F
2020-03-13,95.57499694824219,Cattle,LE=F
2020-03-16,91.8499984741211,Cattle,LE=F
2020-03-17,96.3499984741211,Cattle,LE=F
2020-03-18,92.0999984741211,Cattle,LE=F
2020-03-19,95.0999984741211,Cattle,LE=F
2020-03-20,98.6500015258789,Cattle,LE=F
2020-03-23,101.6500015258789,Cattle,LE=F
2020-03-24,106.1500015258789,Cattle,LE=F
2020-03-25,108.44999694824219,Cattle,LE=F
2020-03-26,105.44999694824219,Cattle,LE=F
2020-03-27,100.94999694824219,Cattle,LE=F
2020-03-30,99.19999694824219,Cattle,LE=F
2020-03-31,101.82499694824219,Cattle,LE=F
2020-04-01,97.32499694824219,Cattle,LE=F
2020-04-02,92.82499694824219,Cattle,LE=F
2020-04-03,88.32499694824219,Cattle,LE=F
2020-04-06,83.82499694824219,Cattle,LE=F
2020-04-07,88.32499694824219,Cattle,LE=F
2020-04-08,92.82499694824219,Cattle,LE=F
2020-04-09,94,Cattle,LE=F
2020-04-13,91,Cattle,LE=F
2020-04-14,93.69999694824219,Cattle,LE=F
2020-04-15,94.7249984741211,Cattle,LE=F
2020-04-16,95.5,Cattle,LE=F
2020-04-17,94.6500015258789,Cattle,LE=F
2020-04-20,93.5250015258789,Cattle,LE=F
2020-04-21,91.5999984741211,Cattle,LE=F
2020-04-22,88.94999694824219,Cattle,LE=F
2020-04-23,85.94999694824219,Cattle,LE=F
2020-04-24,84.9749984741211,Cattle,LE=F
2020-04-27,84.80000305175781,Cattle,LE=F
2020-04-28,85.5250015258789,Cattle,LE=F
2020-04-29,85.5999984741211,Cattle,LE=F
2020-04-30,90,Cattle,LE=F
2020-05-01,87.25,Cattle,LE=F
2020-05-04,88.07499694824219,Cattle,LE=F
2020-05-05,86.4749984741211,Cattle,LE=F
2020-05-06,89.4749984741211,Cattle,LE=F
2020-05-07,93.9749984741211,Cattle,LE=F
2020-05-08,94.6500015258789,Cattle,LE=F
2020-05-11,92.67500305175781,Cattle,LE=F
2020-05-12,97.17500305175781,Cattle,LE=F
2020-05-13,93.875,Cattle,LE=F
2020-05-14,94.125,Cattle,LE=F
2020-05-15,97,Cattle,LE=F
2020-05-18,98.7249984741211,Cattle,LE=F
2020-05-19,98.7750015258789,Cattle,LE=F
2020-05-20,98.4000015258789,Cattle,LE=F
2020-05-21,98.80000305175781,Cattle,LE=F
2020-05-22,97.69999694824219,Cattle,LE=F
2020-05-26,99.4000015258789,Cattle,LE=F
2020-05-27,100.80000305175781,Cattle,LE=F
2020-05-28,101.4749984741211,Cattle,LE=F
2020-05-29,99.7249984741211,Cattle,LE=F
2020-06-01,98.30000305175781,Cattle,LE=F
2020-06-02,95.30000305175781,Cattle,LE=F
2020-06-03,95.44999694824219,Cattle,LE=F
2020-06-04,95.7249984741211,Cattle,LE=F
2020-06-05,93.9000015258789,Cattle,LE=F
2020-06-08,94.125,Cattle,LE=F
2020-06-09,96.32499694824219,Cattle,LE=F
2020-06-10,96.5999984741211,Cattle,LE=F
2020-06-11,96.82499694824219,Cattle,LE=F
2020-06-12,96.07499694824219,Cattle,LE=F
2020-06-15,96.07499694824219,Cattle,LE=F
2020-06-16,96.32499694824219,Cattle,LE=F
2020-06-17,96.5,Cattle,LE=F
2020-06-18,96.07499694824219,Cattle,LE=F
2020-06-19,94.69999694824219,Cattle,LE=F
2020-06-22,94.4000015258789,Cattle,LE=F
2020-06-23,93.5250015258789,Cattle,LE=F
2020-06-24,93.30000305175781,Cattle,LE=F
2020-06-25,94.17500305175781,Cattle,LE=F
2020-06-26,94.69999694824219,Cattle,LE=F
2020-06-29,95,Cattle,LE=F
2020-06-30,91.6500015258789,Cattle,LE=F
2020-07-01,97.30000305175781,Cattle,LE=F
2020-07-02,99.4000015258789,Cattle,LE=F
2020-07-06,100.0999984741211,Cattle,LE=F
2020-07-07,100,Cattle,LE=F
2020-07-08,99.1500015258789,Cattle,LE=F
2020-07-09,99.25,Cattle,LE=F
2020-07-10,100,Cattle,LE=F
2020-07-13,99.6500015258789,Cattle,LE=F
2020-07-14,98.80000305175781,Cattle,LE=F
2020-07-15,101.30000305175781,Cattle,LE=F
2020-07-16,103.2750015258789,Cattle,LE=F
2020-07-17,103.2750015258789,Cattle,LE=F
2020-07-20,102.2750015258789,Cattle,LE=F
2020-07-21,101.8499984741211,Cattle,LE=F
2020-07-22,101.5,Cattle,LE=F
2020-07-23,100.8499984741211,Cattle,LE=F
2020-07-24,101.32499694824219,Cattle,LE=F
2020-07-27,100.42500305175781,Cattle,LE=F
2020-07-28,100.9000015258789,Cattle,LE=F
2020-07-29,101.44999694824219,Cattle,LE=F
2020-07-30,101.7249984741211,Cattle,LE=F
2020-07-31,102.82499694824219,Cattle,LE=F
2020-08-03,103.0250015258789,Cattle,LE=F
2020-08-04,102.2750015258789,Cattle,LE=F
2020-08-05,102.30000305175781,Cattle,LE=F
2020-08-06,102.625,Cattle,LE=F
2020-08-07,102.80000305175781,Cattle,LE=F
2020-08-10,103.5999984741211,Cattle,LE=F
2020-08-11,104.6500015258789,Cattle,LE=F
2020-08-12,106.3499984741211,Cattle,LE=F
2020-08-13,107.05000305175781,Cattle,LE=F
2020-08-14,107.5999984741211,Cattle,LE=F
2020-08-17,106.9000015258789,Cattle,LE=F
2020-08-18,106.7249984741211,Cattle,LE=F
2020-08-19,107.4749984741211,Cattle,LE=F
2020-08-20,107.0250015258789,Cattle,LE=F
2020-08-21,105.80000305175781,Cattle,LE=F
2020-08-24,105.57499694824219,Cattle,LE=F
2020-08-25,105.5,Cattle,LE=F
2020-08-26,104.05000305175781,Cattle,LE=F
2020-08-27,102.9749984741211,Cattle,LE=F
2020-08-28,103.2249984741211,Cattle,LE=F
2020-08-31,104.5,Cattle,LE=F
2020-09-01,105.4749984741211,Cattle,LE=F
2020-09-02,104.4749984741211,Cattle,LE=F
2020-09-03,103.92500305175781,Cattle,LE=F
2020-09-04,104.44999694824219,Cattle,LE=F
2020-09-08,105.7750015258789,Cattle,LE=F
2020-09-09,104.69999694824219,Cattle,LE=F
2020-09-10,105.0999984741211,Cattle,LE=F
2020-09-11,105.5250015258789,Cattle,LE=F
2020-09-14,106.875,Cattle,LE=F
2020-09-15,107.0999984741211,Cattle,LE=F
2020-09-16,106.7249984741211,Cattle,LE=F
2020-09-17,106.7750015258789,Cattle,LE=F
2020-09-18,107.3499984741211,Cattle,LE=F
2020-09-21,106.69999694824219,Cattle,LE=F
2020-09-22,106.4749984741211,Cattle,LE=F
2020-09-23,107.1500015258789,Cattle,LE=F
2020-09-24,108.0250015258789,Cattle,LE=F
2020-09-25,107.57499694824219,Cattle,LE=F
2020-09-28,107.94999694824219,Cattle,LE=F
2020-09-29,108.9000015258789,Cattle,LE=F
2020-09-30,108.55000305175781,Cattle,LE=F
2020-10-01,108.5250015258789,Cattle,LE=F
2020-10-02,108.17500305175781,Cattle,LE=F
2020-10-05,108.82499694824219,Cattle,LE=F
2020-10-06,109.19999694824219,Cattle,LE=F
2020-10-07,110.17500305175781,Cattle,LE=F
2020-10-08,109.69999694824219,Cattle,LE=F
2020-10-09,109.875,Cattle,LE=F
2020-10-12,108.3499984741211,Cattle,LE=F
2020-10-13,108.82499694824219,Cattle,LE=F
2020-10-14,108.375,Cattle,LE=F
2020-10-15,107.7750015258789,Cattle,LE=F
2020-10-16,107.1500015258789,Cattle,LE=F
2020-10-19,104,Cattle,LE=F
2020-10-20,104.125,Cattle,LE=F
2020-10-21,103.6500015258789,Cattle,LE=F
2020-10-22,103.32499694824219,Cattle,LE=F
2020-10-23,103.3499984741211,Cattle,LE=F
2020-10-26,103.9749984741211,Cattle,LE=F
2020-10-27,104.8499984741211,Cattle,LE=F
2020-10-28,105.8499984741211,Cattle,LE=F
2020-10-29,106.2750015258789,Cattle,LE=F
2020-10-30,105.9749984741211,Cattle,LE=F
2020-11-02,108.55000305175781,Cattle,LE=F
2020-11-03,107.82499694824219,Cattle,LE=F
2020-11-04,107.875,Cattle,LE=F
2020-11-05,108.3499984741211,Cattle,LE=F
2020-11-06,108.6500015258789,Cattle,LE=F
2020-11-09,111.82499694824219,Cattle,LE=F
2020-11-10,111.875,Cattle,LE=F
2020-11-11,112.4000015258789,Cattle,LE=F
2020-11-12,111.9749984741211,Cattle,LE=F
2020-11-13,109.92500305175781,Cattle,LE=F
2020-11-16,110.42500305175781,Cattle,LE=F
2020-11-17,111.32499694824219,Cattle,LE=F
2020-11-18,110.6500015258789,Cattle,LE=F
2020-11-19,108.25,Cattle,LE=F
2020-11-20,108.0999984741211,Cattle,LE=F
2020-11-23,110,Cattle,LE=F
2020-11-24,111.17500305175781,Cattle,LE=F
2020-11-25,111.375,Cattle,LE=F
2020-11-27,110.625,Cattle,LE=F
2020-11-30,110.17500305175781,Cattle,LE=F
2020-12-01,110.625,Cattle,LE=F
2020-12-02,110.69999694824219,Cattle,LE=F
2020-12-03,109.5999984741211,Cattle,LE=F
2020-12-04,108.875,Cattle,LE=F
2020-12-07,108,Cattle,LE=F
2020-12-08,107.8499984741211,Cattle,LE=F
2020-12-09,107.375,Cattle,LE=F
2020-12-10,107.92500305175781,Cattle,LE=F
2020-12-11,108.75,Cattle,LE=F
2020-12-14,109.0999984741211,Cattle,LE=F
2020-12-15,108.5999984741211,Cattle,LE=F
2020-12-16,108.7750015258789,Cattle,LE=F
2020-12-17,109.3499984741211,Cattle,LE=F
2020-12-18,110.4749984741211,Cattle,LE=F
2020-12-21,110.5999984741211,Cattle,LE=F
2020-12-22,110.32499694824219,Cattle,LE=F
2020-12-23,111.92500305175781,Cattle,LE=F
2020-12-24,112.1500015258789,Cattle,LE=F
2020-12-28,113.05000305175781,Cattle,LE=F
2020-12-29,112.05000305175781,Cattle,LE=F
2020-12-30,112.125,Cattle,LE=F
2020-12-31,112.94999694824219,Cattle,LE=F
2021-01-04,112.30000305175781,Cattle,LE=F
2021-01-05,115.05000305175781,Cattle,LE=F
2021-01-06,115,Cattle,LE=F
2021-01-07,114.9749984741211,Cattle,LE=F
2021-01-08,114.4749984741211,Cattle,LE=F
2021-01-11,113.4000015258789,Cattle,LE=F
2021-01-12,112.4749984741211,Cattle,LE=F
2021-01-13,112.25,Cattle,LE=F
2021-01-14,112.07499694824219,Cattle,LE=F
2021-01-15,112.7750015258789,Cattle,LE=F
2021-01-19,113.32499694824219,Cattle,LE=F
2021-01-20,113.3499984741211,Cattle,LE=F
2021-01-21,114.0999984741211,Cattle,LE=F
2021-01-22,116.7249984741211,Cattle,LE=F
2021-01-25,116.5250015258789,Cattle,LE=F
2021-01-26,117,Cattle,LE=F
2021-01-27,116.44999694824219,Cattle,LE=F
2021-01-28,116,Cattle,LE=F
2021-01-29,115.05000305175781,Cattle,LE=F
2021-02-01,114.875,Cattle,LE=F
2021-02-02,115.9749984741211,Cattle,LE=F
2021-02-03,115.4749984741211,Cattle,LE=F
2021-02-04,116.44999694824219,Cattle,LE=F
2021-02-05,116.7249984741211,Cattle,LE=F
2021-02-08,116.57499694824219,Cattle,LE=F
2021-02-09,117.44999694824219,Cattle,LE=F
2021-02-10,116.125,Cattle,LE=F
2021-02-11,115.32499694824219,Cattle,LE=F
2021-02-12,117.19999694824219,Cattle,LE=F
2021-02-16,116.1500015258789,Cattle,LE=F
2021-02-17,115.30000305175781,Cattle,LE=F
2021-02-18,115.125,Cattle,LE=F
2021-02-19,115.92500305175781,Cattle,LE=F
2021-02-22,115.7249984741211,Cattle,LE=F
2021-02-23,115.625,Cattle,LE=F
2021-02-24,116.57499694824219,Cattle,LE=F
2021-02-25,117,Cattle,LE=F
2021-02-26,113.0999984741211,Cattle,LE=F
2021-03-01,118.9749984741211,Cattle,LE=F
2021-03-02,119.42500305175781,Cattle,LE=F
2021-03-03,119.4000015258789,Cattle,LE=F
2021-03-04,118.55000305175781,Cattle,LE=F
2021-03-05,119.0250015258789,Cattle,LE=F
2021-03-08,119.3499984741211,Cattle,LE=F
2021-03-09,119.6500015258789,Cattle,LE=F
2021-03-10,118.7750015258789,Cattle,LE=F
2021-03-11,118.5250015258789,Cattle,LE=F
2021-03-12,119,Cattle,LE=F
2021-03-15,119.125,Cattle,LE=F
2021-03-16,118.19999694824219,Cattle,LE=F
2021-03-17,119.42500305175781,Cattle,LE=F
2021-03-18,118.57499694824219,Cattle,LE=F
2021-03-19,118.4000015258789,Cattle,LE=F
2021-03-22,118.7750015258789,Cattle,LE=F
2021-03-23,119.125,Cattle,LE=F
2021-03-24,119.125,Cattle,LE=F
2021-03-25,119.55000305175781,Cattle,LE=F
2021-03-26,120.0999984741211,Cattle,LE=F
2021-03-29,120.9749984741211,Cattle,LE=F
2021-03-30,120.9749984741211,Cattle,LE=F
2021-03-31,120.9749984741211,Cattle,LE=F
2021-04-01,120.0250015258789,Cattle,LE=F
2021-04-05,121.375,Cattle,LE=F
2021-04-06,122.7249984741211,Cattle,LE=F
2021-04-07,123.1500015258789,Cattle,LE=F
2021-04-08,124.1500015258789,Cattle,LE=F
2021-04-09,123.42500305175781,Cattle,LE=F
2021-04-12,122.7249984741211,Cattle,LE=F
2021-04-13,122.4000015258789,Cattle,LE=F
2021-04-14,122.0999984741211,Cattle,LE=F
2021-04-15,121.5999984741211,Cattle,LE=F
2021-04-16,120.8499984741211,Cattle,LE=F
2021-04-19,120.3499984741211,Cattle,LE=F
2021-04-20,120.57499694824219,Cattle,LE=F
