"Date","Corn","LiveCattle","Soybean","SoybeanMeal","Wheat"
2006-01-27,218.75,NA,589.25,186.399993896484,343.5
2006-02-03,225.25,92.2750015258789,594.75,184,356.5
2006-02-10,221.25,92.9000015258789,582.25,180.5,355.25
2006-02-17,226.5,89.9499969482422,601.25,185.300003051758,368
2006-02-24,227.75,90.0749969482422,577.25,175.5,368.25
2006-03-03,228.75,86.0250015258789,593.25,175.100006103516,373.5
2006-03-10,226,83.4499969482422,578.25,172.399993896484,374.5
2006-03-17,221.5,83.0250015258789,576.5,173.800003051758,357.5
2006-03-24,218.75,82.4749984741211,573.75,175.300003051758,342.5
2006-03-31,236,79.5,571.5,174.600006103516,347.75
2006-04-07,243,81.2249984741211,557.75,171.100006103516,351.25
2006-04-13,236.25,81.875,563,173.399993896484,357.5
2006-04-21,236.5,81.4000015258789,569.75,171.899993896484,352.75
2006-04-28,238.25,79.1999969482422,587.25,172.899993896484,346.25
2006-05-05,230.75,73.8499984741211,594.5,177.300003051758,361.25
2006-05-12,248.25,77.4000015258789,600,174.800003051758,394
2006-05-19,252.75,77.2249984741211,587,173.399993896484,416.25
2006-05-26,254,79.4000015258789,582.5,173.300003051758,415.5
2006-06-02,259.5,80.3249969482422,609,185.399993896484,403.75
2006-06-09,242,78.5250015258789,585.75,176.600006103516,372.5
2006-06-16,235.5,81.6500015258789,600.25,180.899993896484,359
2006-06-23,228.25,82.875,580.5,176.5,363.25
2006-06-30,235.5,84.5500030517578,594.75,174.600006103516,371.5
2006-07-07,241,85.3249969482422,602,172.899993896484,381.5
2006-07-14,253.5,84,602,171.300003051758,366
2006-07-21,237.25,84.2750015258789,577,166.5,407.25
2006-07-28,237.25,83.3499984741211,576.5,163.800003051758,388.5
2006-08-04,245,84.8249969482422,577.5,163.199996948242,396
2006-08-11,224.75,88.8000030517578,551,159.300003051758,373.75
2006-08-18,219.75,87.1750030517578,547,159.300003051758,364.5
2006-08-25,225,88.6500015258789,543,159.5,378.5
2006-09-01,230,93.3499984741211,538.5,157.600006103516,401.25
2006-09-08,231.75,92.3000030517578,537,157.800003051758,400
2006-09-15,241.75,90.125,549.75,161.399993896484,392.5
2006-09-22,255.25,90.0999984741211,549.25,165.199996948242,419
2006-09-29,262.5,90.6500015258789,547.5,161.899993896484,443
2006-10-06,271,90.875,564,166,464
2006-10-13,314.5,88.4499969482422,591.5,174.5,525.5
2006-10-20,312.75,87.6750030517578,606.5,180.399993896484,505
2006-10-27,332.5,89.8249969482422,635.5,187.699996948242,508.5
2006-11-03,342.25,85.9000015258789,649,195.5,492.5
2006-11-10,343.25,85.6999969482422,651.25,195.5,480.5
2006-11-17,355.25,87.5749969482422,660.5,190.399993896484,474
2006-11-24,369.25,87.6500015258789,684.25,194.800003051758,500
2006-12-01,374,85.5,677,188.399993896484,500
2006-12-08,354.25,86.9499969482422,656,185.399993896484,469
2006-12-15,369,86.4000015258789,657.5,186.699996948242,494.25
2006-12-22,384,87.0250015258789,659.5,186.899993896484,514
2006-12-29,390.25,90.4250030517578,683.5,191.899993896484,501
2007-01-05,368.25,92.5749969482422,668,191,470.25
2007-01-12,396.5,91.8000030517578,706,205,479.5
2007-01-19,406.75,91.0500030517578,717.75,209.300003051758,467
2007-01-26,405.5,90.2249984741211,710.5,205.800003051758,463.5
2007-02-02,402,91.0500030517578,736.75,212.699996948242,461.25
2007-02-09,406.25,93.1999969482422,749.25,217.899993896484,460.25
2007-02-16,417,93.9000015258789,767,227.300003051758,468
2007-02-23,430.25,94.1750030517578,778.25,228.899993896484,484.25
2007-03-02,411,97.6500015258789,739,215.600006103516,459.5
2007-03-09,408.25,101.449996948242,746.5,216.5,465.5
2007-03-16,399.5,97.0999984741211,753.5,218,460.75
2007-03-23,403.25,98.0999984741211,769.5,219.300003051758,461.5
2007-03-30,374.5,97.5999984741211,761.25,211.800003051758,438
2007-04-05,366,100.449996948242,760.5,213,445
2007-04-13,369,97.0500030517578,738,199.300003051758,478.5
2007-04-20,360.5,95.625,723.25,196.399993896484,502
2007-04-27,364.25,97.1999969482422,723,192,500.5
2007-05-04,381.25,92.1750030517578,733.5,196.5,482
2007-05-11,361,93.4000015258789,750,196.899993896484,483
2007-05-18,371.25,92.6500015258789,792.5,212,471.25
2007-05-25,376,91.0500030517578,812.5,218.199996948242,501
2007-06-01,386.75,90.8000030517578,817.5,221.399993896484,520.75
2007-06-08,382,89.7249984741211,821.5,226.199996948242,527.5
2007-06-15,419,90.5500030517578,847.25,235.399993896484,606.5
2007-06-22,367.5,87.8000030517578,797,217.399993896484,592.25
2007-06-29,329.5,85.5,850,229.199996948242,582
2007-07-06,334.5,92.5,864.75,233.899993896484,600.5
2007-07-13,341.5,91.625,913,253.300003051758,614
2007-07-20,318.25,90.8249969482422,850.25,225.199996948242,616.25
2007-07-27,321,93.625,815.5,213.600006103516,653.25
2007-08-03,326.5,93.5999984741211,839,222.199996948242,650
2007-08-10,333,90.2249984741211,850,232.5,667
2007-08-17,328.5,91.9499969482422,811.5,218.800003051758,672
2007-08-24,341.5,94.375,849,233.699996948242,725.75
2007-08-31,324,94.0999984741211,868,239.800003051758,767
2007-09-07,331.25,96.0999984741211,891,247.399993896484,840
2007-09-14,336.5,95.25,941,259.5,838
2007-09-21,376.5,96.6999969482422,979,272.700012207031,874
2007-09-28,373,96.9499969482422,991.25,276.299987792969,939
2007-10-05,342.25,93.6750030517578,940.5,259.399993896484,890
2007-10-12,351,94.4499969482422,976.75,272.5,857.5
2007-10-19,370.25,95.3000030517578,983.25,276.299987792969,855.5
2007-10-26,372,94.375,995.5,277.799987792969,800
2007-11-02,377,94.7249984741211,1001.75,274,778.5
2007-11-09,386.75,95.5,1043,281.799987792969,762
2007-11-16,379.5,95.3000030517578,1077.75,292.299987792969,749.5
2007-11-23,389,96.7750015258789,1100.25,292,826.5
2007-11-30,384.5,93.8499984741211,1080,288.299987792969,867
2007-12-07,399.5,94.0250015258789,1119.75,310.5,903.5
2007-12-14,420,92.5999984741211,1157,324.5,939
2007-12-21,443.5,92.0999984741211,1177.5,328.200012207031,949
2007-12-28,452,93.5,1207.75,326,885
2007-12-31,455.5,96.25,1199,331.5,885
2008-01-04,466.75,94.5500030517578,1249,342,931.5
2008-01-11,495,91.3499984741211,1286,351,909.25
2008-01-18,498.25,91,1263,339.299987792969,962.5
2008-01-25,498.25,91.4000015258789,1243,335,933
2008-02-01,500.5,90.2249984741211,1287.25,343.200012207031,943
2008-02-08,508,92.1999969482422,1339,361.5,1093
2008-02-15,514.75,91.4000015258789,1373.75,358.799987792969,1027.5
2008-02-22,522.25,92,1420,361.200012207031,1049.5
2008-02-28,NA,93.5500030517578,NA,NA,NA
2008-02-29,546,NA,1522,375.700012207031,1073
2008-03-07,533.5,90.5250015258789,1341,339,1092.5
2008-03-14,545.5,90.5,1340,336.5,1160
2008-03-20,507.5,90.6750030517578,1207,310.299987792969,987.5
2008-03-28,560.5,87.6500015258789,1267.25,342.299987792969,989
2008-04-04,598,87.9000015258789,1277,333.5,974.25
2008-04-11,584.25,88.6999969482422,1332.5,344.5,896.5
2008-04-18,599.5,89.5500030517578,1361.5,346.700012207031,870
2008-04-25,577.25,92.2750015258789,1325.75,340.899993896484,800.5
2008-05-02,602,92.125,1292.5,331.799987792969,796
2008-05-09,618.5,94.5250015258789,1349.5,333.100006103516,791.5
2008-05-16,591,93.875,1378,350,775.5
2008-05-23,599.75,96.1750030517578,1368,336.600006103516,752.5
2008-05-30,599.25,96.5250015258789,1363.5,341.5,761.5
2008-06-06,650.75,93.8499984741211,1457.5,373,811
2008-06-13,731.75,95.5749969482422,1560,409.200012207031,882
2008-06-20,721.25,95.4499969482422,1532.5,411.700012207031,866.5
2008-06-27,754.75,100.974998474121,1581.5,427.899993896484,895.5
2008-07-03,746,103.800003051758,1658,450.5,872.75
2008-07-11,680,101.199996948242,1630.5,453.899993896484,819
2008-07-18,609.5,97.5,1470,396.299987792969,804
2008-07-25,577.25,97.8249969482422,1398.75,374.700012207031,811
2008-08-01,565,100.025001525879,1357.75,373.899993896484,794
2008-08-08,498.5,101.474998474121,1199,326.299987792969,765.25
2008-08-15,529.75,101.675003051758,1211.5,332.799987792969,824.25
2008-08-22,586.5,101.849998474121,1321,360.299987792969,865.5
2008-08-29,568.25,101.775001525879,1332,367.399993896484,779.25
2008-09-05,531.5,102.949996948242,1180,341,729.75
2008-09-12,547.5,102.150001525879,1490,359,703.75
2008-09-19,542.25,101.550003051758,1143.5,312.5,718
2008-09-26,543,100.949996948242,1164,315,716
2008-10-03,454,95.5999984741211,992,264.899993896484,640.25
2008-10-10,408.25,89.125,910,251.199996948242,563.5
2008-10-17,403,91.0500030517578,894,258.200012207031,566.25
2008-10-24,372.75,87.8499984741211,863.75,268.299987792969,516.25
2008-10-31,401.5,93.75,925.25,273,536.25
2008-11-07,375.5,92.8000030517578,911.75,271.700012207031,521
2008-11-14,380.25,90.0500030517578,878,265.5,554.25
2008-11-21,338.5,84.9000015258789,840,249.899993896484,499
2008-11-28,349.5,87.375,883,256,542.5
2008-12-05,293.5,81.5500030517578,783.5,240.5,457.75
2008-12-12,359.5,83.3249969482422,854,258.5,506.75
2008-12-19,380.75,86.0999984741211,868.25,267.5,563.25
2008-12-26,412.25,85.9000015258789,951.75,297.700012207031,599.25
2008-12-31,407,84.4749984741211,972.25,300.5,610.75
2009-01-02,412.25,87.0999984741211,970,301,611
2009-01-09,410.75,83.0999984741211,1037.5,315.799987792969,629.5
2009-01-16,391,84.5250015258789,1020,316,578.25
2009-01-23,390.5,82.6750030517578,1009,318.299987792969,582.75
2009-01-30,379,82,980,311,568
2009-02-06,377.25,83.6500015258789,1001,317.299987792969,557
2009-02-13,363.25,84.0500030517578,955.5,297.700012207031,535.5
2009-02-20,350.25,80.6750030517578,862.5,270,519.25
2009-02-27,350.75,82.5250015258789,874.5,275.799987792969,510.5
2009-03-06,352.75,82.4499969482422,879,274.200012207031,516.25
2009-03-13,375,84.6500015258789,882.5,286,506.5
2009-03-20,396.5,85.1999969482422,952,300.5,550.25
2009-03-27,387,84.3249969482422,917,283.799987792969,507.25
2009-04-03,404.5,86.0500030517578,995.5,306,563.5
2009-04-09,390.25,87.5250015258789,1007,311.200012207031,522
2009-04-17,376.25,88.3249969482422,1051,326.600006103516,523
2009-04-24,377,86.8499984741211,1040.25,325.399993896484,532.25
2009-05-01,406.25,82.0999984741211,1102,353.700012207031,557.25
2009-05-08,414,82.9749984741211,1134,359.5,580.5
2009-05-15,417.25,82.375,1130.5,358.200012207031,577.5
2009-05-22,430.25,82.5250015258789,1166,375,612.5
2009-05-29,436.25,81.3249969482422,1184,382.5,637.25
2009-06-05,444,80.1500015258789,1225.5,396,623
2009-06-12,425.5,80.4749984741211,1245.5,422.700012207031,584.75
2009-06-19,399.25,80.9250030517578,1179,390,555.25
2009-06-26,384.25,82.4749984741211,1201,405,534.25
2009-07-02,345.75,84.875,1243,411.200012207031,500.25
2009-07-10,345.5,83.4749984741211,1128.25,372.299987792969,491.75
2009-07-17,322.25,86.375,1009.5,317.5,541.75
2009-07-24,316.25,84.5250015258789,1021,323.200012207031,516.25
2009-07-31,339.5,84.6999969482422,1134,361,528.25
2009-08-07,322,83.8499984741211,1184.5,374.5,489.5
2009-08-14,319.25,84.6500015258789,1100,380,481.75
2009-08-21,321.75,85,1023,333,460.25
2009-08-28,321,84.6500015258789,1135.75,387,467
2009-09-04,300.5,86.6500015258789,961,332.200012207031,444
2009-09-11,314.5,87.2249984741211,984.5,338,441.75
2009-09-18,318,85.5500030517578,941,290,457.25
2009-09-25,334,86.0500030517578,926,289.200012207031,449.75
2009-10-02,333.5,82.9499969482422,885,272,441.25
2009-10-09,362.25,82.625,964,310.299987792969,468
2009-10-16,372,84.0999984741211,977.5,294.700012207031,498.75
2009-10-23,397.75,86.3499984741211,1006,303.299987792969,547.75
2009-10-30,366,81.6500015258789,978,297,494.25
2009-11-06,367,85,948,288.799987792969,497.25
2009-11-13,390.5,83.3249969482422,984,301.100006103516,539
2009-11-20,391,83.9499969482422,1046,317.100006103516,559.75
2009-11-27,397.25,83.1999969482422,1053,326.5,548.75
2009-12-04,373.75,81,1043,320.899993896484,536.75
2009-12-11,389.25,80.1500015258789,1035,314.5,519.25
2009-12-18,397.75,82.0500030517578,1012,305.399993896484,528
2009-12-24,408.5,83.0749969482422,999.5,301.399993896484,524.5
2009-12-31,414.5,86,1039.75,313.899993896484,541.5
2010-01-08,423,85.8249969482422,1013,306.799987792969,568.5
2010-01-15,371.5,87.3499984741211,974,291.700012207031,510
2010-01-22,364.75,86.625,951.5,286.399993896484,498.5
2010-01-29,356.5,85.8000030517578,914,273.799987792969,474
2010-02-05,351.5,87.4250030517578,913.5,271,473.25
2010-02-12,361.5,89.375,945,280,486.5
2010-02-19,360,92.7750015258789,945,276.399993896484,489.75
2010-02-26,378,90.3000030517578,951,273.200012207031,506.5
2010-03-05,364.75,92.9499969482422,934.75,257.899993896484,482.25
2010-03-12,354,95.0999984741211,926,251.199996948242,472.25
2010-03-19,374.5,97.9749984741211,961.75,270.200012207031,483.75
2010-03-26,356.25,94.0250015258789,952,270.899993896484,464.75
2010-04-01,344.5,96.6500015258789,942,265.899993896484,454.75
2010-04-09,345.75,99.6500015258789,952.25,265.299987792969,465.75
2010-04-16,364,98.75,985.25,280.899993896484,490.5
2010-04-23,353,99.2249984741211,1000,292.299987792969,493.25
2010-04-30,366.25,99.9250030517578,989.5,291.299987792969,491.75
2010-05-07,364.75,95.9000015258789,951.25,276.399993896484,500.25
2010-05-14,356.75,93.25,948,282.200012207031,463.5
2010-05-21,369,91.375,941,275.600006103516,472
2010-05-28,359,90.5250015258789,937.75,273.5,457.75
2010-06-04,340,90.9499969482422,935,277.200012207031,435.75
2010-06-11,349.5,89.5,946.25,289.700012207031,440.75
2010-06-18,360.75,89.3000030517578,961,289.399993896484,461.75
2010-06-25,340.5,90.9499969482422,957,289.600006103516,456.25
2010-07-02,364,89.4749984741211,962.75,294.899993896484,487.75
2010-07-09,375.25,90.1999969482422,1025.5,314.100006103516,523.5
2010-07-16,394.75,92.2750015258789,1019.5,307.799987792969,587.25
2010-07-23,371.25,93.4250030517578,1017,299.899993896484,596.25
2010-07-30,392.75,92.6500015258789,1052.5,310.899993896484,661.5
2010-08-06,405,92.7750015258789,1059,313.600006103516,725.75
2010-08-13,411.75,94.3249969482422,1052,321.5,702.5
2010-08-20,421.25,99.5999984741211,1009.25,300.799987792969,679
2010-08-27,421,98.0500030517578,1022,307.799987792969,662.5
2010-09-03,449.75,98.4499969482422,1029.75,308.200012207031,708.25
2010-09-10,464,97.1500015258789,1023.5,297.200012207031,704.75
2010-09-17,513.25,99.4000015258789,1069,304.700012207031,739.25
2010-09-24,521.75,96.0250015258789,1126,313.200012207031,720
2010-10-01,465.75,95.9499969482422,1057,285.700012207031,655
2010-10-08,528.25,95.5500030517578,1135,317,719.25
2010-10-15,563,98.1500015258789,1185,328.200012207031,704.5
2010-10-22,560,102.199996948242,1199.5,330.899993896484,670.75
2010-10-29,582,98.8499984741211,1226,337.700012207031,717.25
2010-11-05,587.75,97.5500030517578,1273.5,348,728.75
2010-11-12,534,98.4000015258789,1263,339.700012207031,669.25
2010-11-19,520.75,101.449996948242,1201.5,325.799987792969,644.5
2010-11-26,538.25,102.224998474121,1238.5,336.799987792969,648.25
2010-12-03,559,103.175003051758,1300.25,350.100006103516,738
2010-12-10,560.25,100.949996948242,1273,339.100006103516,735.5
2010-12-17,596.5,102.175003051758,1298.75,347.799987792969,756.75
2010-12-23,614,104,1349.5,360,783
2010-12-31,629,107.900001525879,1393.75,370.299987792969,794.25
2011-01-07,595,106.375,1357.75,359.100006103516,774
2011-01-14,648.75,109.375,1406.5,377,773.25
2011-01-21,657.25,107.949996948242,1412.25,379.600006103516,824.5
2011-01-28,644,107.5,1398,377,825.75
2011-02-04,678.5,108.25,1433.5,383.200012207031,853.75
2011-02-11,706.5,107.775001525879,1416,378.100006103516,867
2011-02-18,709.75,111.050003051758,1368,362,822.25
2011-02-25,712,112.025001525879,1365.5,359.700012207031,776.5
2011-03-04,721.25,114.050003051758,1407.75,363.799987792969,800.5
2011-03-11,659.25,117.125,1326.5,346.100006103516,695
2011-03-18,683.5,111.650001525879,1362.5,367.899993896484,723
2011-03-25,689.5,118.599998474121,1358.25,357.200012207031,733.25
2011-04-01,736,122.074996948242,1393.75,360.899993896484,759.5
2011-04-08,768,118.824996948242,1392.25,357.200012207031,797.5
2011-04-15,742,117.400001525879,1331.75,345.200012207031,744.25
2011-04-21,737.25,118.400001525879,1380.5,358.799987792969,799.5
2011-04-29,754,117.050003051758,1392.75,358.100006103516,769.25
2011-05-06,682.75,109.849998474121,1325,344.899993896484,724.5
2011-05-13,679,109,1337,343.100006103516,696
2011-05-20,759.5,104.974998474121,1380.25,360.600006103516,806.5
2011-05-27,758.5,104.099998474121,1379.75,355.600006103516,819.75
2011-06-03,754,104.175003051758,1414.5,368.399993896484,773.75
2011-06-10,787,102.724998474121,1387.25,373.299987792969,759.25
2011-06-17,700.25,109.75,1333,349,672.25
2011-06-24,670,113.050003051758,1320.25,339.899993896484,635.75
2011-07-01,640.75,112.849998474121,1322.25,340.899993896484,584.5
2011-07-08,672.25,114.650001525879,1352,346.299987792969,650.5
2011-07-15,701.25,110.599998474121,1385.75,360.299987792969,694.75
2011-07-22,690,110.550003051758,1380.25,363,692.25
2011-07-29,665.5,112.625,1354.25,351.600006103516,672.5
2011-08-05,693,114.125,1331.5,345.200012207031,679
2011-08-12,701.75,117.900001525879,1337,348.600006103516,702.5
2011-08-19,711,114.300003051758,1359.75,354.100006103516,730.75
2011-08-26,752.5,114.300003051758,1414.75,376,762.25
2011-09-02,750.25,114.800003051758,1436,377.799987792969,730
2011-09-09,726,118.449996948242,1416.5,368.700012207031,701
2011-09-16,692,118.5,1355.5,348.700012207031,688.25
2011-09-23,638.5,116.824996948242,1258,326,640.75
2011-09-30,592.5,122.150001525879,1179,304.700012207031,609.25
2011-10-07,600,121.974998474121,1158.25,300.100006103516,607.5
2011-10-14,640,121.650001525879,1270,328.399993896484,622.75
2011-10-21,649.25,121.925003051758,1212.25,316.5,632
2011-10-28,655,120.949996948242,1217,317.5,644.5
2011-11-04,655.75,124.5,1212.5,315.399993896484,636.75
2011-11-11,638.5,120.550003051758,1166,299.5,616.75
2011-11-18,610.25,119.699996948242,1168.25,298.399993896484,598.25
2011-11-25,582.5,121.099998474121,1106.5,282.700012207031,574.5
2011-12-02,586.5,121.900001525879,1135.75,286.399993896484,612.25
2011-12-09,585.5,118.300003051758,1107,275.5,573.5
2011-12-16,583,118.150001525879,1130,290.299987792969,583.75
2011-12-23,619.5,124.300003051758,1163,297,622
2011-12-30,646.5,122.900001525879,1198.5,309.399993896484,652.75
2012-01-06,643.5,120.324996948242,1189.5,309.600006103516,624.75
2012-01-13,599.5,122.474998474121,1160,304.799987792969,602.25
2012-01-20,611.5,124.550003051758,1187,311.899993896484,610.5
2012-01-27,641.75,124.699996948242,1219,322.200012207031,647.25
2012-02-03,644.5,123.625,1232.5,328.600006103516,660.75
2012-02-10,631.75,123.949996948242,1229,320,630
2012-02-17,641.75,128.600006103516,1267.5,332.5,644
2012-02-24,640.75,127.550003051758,1279,333.600006103516,641
2012-03-02,659,129.949996948242,1328.25,357.299987792969,670.75
2012-03-09,654,126.025001525879,1331.75,358.600006103516,638.75
2012-03-16,673,125.300003051758,1374,374.399993896484,672
2012-03-23,646.5,124.5,1365.75,373,654.25
2012-03-30,644,120.449996948242,1403,388.700012207031,660.75
2012-04-05,658.25,118.324996948242,1434,391.899993896484,638.5
2012-04-13,629.25,120.525001525879,1436.75,395.799987792969,623.5
2012-04-20,612.5,120.550003051758,1446.75,406,615.75
2012-04-27,653,118.449996948242,1496.75,427.399993896484,642.25
2012-05-04,662.25,115.375,1475,432.100006103516,603.75
2012-05-11,608,115.150001525879,1404,411,592.75
2012-05-18,635.5,119.525001525879,1405,417.899993896484,695.25
2012-05-25,578.5,117.650001525879,1382,409.299987792969,680
2012-06-01,551.5,117.699996948242,1344.25,394.5,612.25
2012-06-08,598,119.875,1426.25,429.799987792969,630.25
2012-06-15,579.5,116.150001525879,1376,410.100006103516,609.5
2012-06-22,591,116.900001525879,1442.5,422,673.25
2012-06-29,672.5,116.550003051758,1512.75,436,739
2012-07-06,743.25,119.199996948242,1619.75,471.600006103516,791.25
2012-07-13,755.75,117.199996948242,1642,488.899993896484,842
2012-07-20,824.5,117.949996948242,1757.5,543,943.25
2012-07-27,798.5,119.599998474121,1684.25,527.700012207031,898
2012-08-03,810,119.974998474121,1656.25,531.5,891.25
2012-08-10,800,120.599998474121,1709.5,544.5,885.25
2012-08-17,798.5,121.074996948242,1671,522.700012207031,874.5
2012-08-24,802.25,119.875,1737.5,533.400024414062,867.5
2012-08-31,802.75,118.074996948242,1764.5,547.099975585938,870
2012-09-07,795,126.474998474121,1731.75,531.599975585938,884.75
2012-09-14,777.5,127.050003051758,1736.5,524.599975585938,897.5
2012-09-21,748.25,125.525001525879,1621.75,484.5,897.25
2012-09-28,756.25,122.074996948242,1601,487,902.5
2012-10-05,748,123.050003051758,1551.5,474.700012207031,857.5
2012-10-12,752.75,123.900001525879,1522.5,474.299987792969,856.75
2012-10-19,761.5,126.300003051758,1534.25,463.799987792969,872.5
2012-10-26,737.75,125.5,1561.25,483.399993896484,863.75
2012-11-02,739.5,125.425003051758,1527,475.899993896484,864.5
2012-11-09,738.75,125.75,1452,449.700012207031,886.5
2012-11-16,727,126.150001525879,1383.25,424.600006103516,838
2012-11-23,745.5,128.949996948242,1418.75,428.600006103516,847.75
2012-11-30,748,126.724998474121,1438.75,442.399993896484,844.75
2012-12-07,732.75,125.875,1472.25,450.5,844.25
2012-12-14,718.75,126.900001525879,1496,460.100006103516,801
2012-12-21,702,129.274993896484,1430.75,433.799987792969,792
2012-12-28,694,129.399993896484,1424,427.700012207031,778.75
2012-12-31,698.25,129.899993896484,1418.75,420.600006103516,778
2013-01-04,680.25,132.949996948242,1389,398.200012207031,747.25
2013-01-11,708.75,130.600006103516,1424.75,403.100006103516,754.75
2013-01-18,727.5,124.949996948242,1429.25,414.399993896484,791.25
2013-01-25,720.75,126.300003051758,1441,416.399993896484,776.5
2013-02-01,736,127.099998474121,1474.25,428.200012207031,765
2013-02-08,709,126.449996948242,1452.5,422.399993896484,756.25
2013-02-15,698.75,126.5,1424.5,409.399993896484,742.25
2013-02-22,690.25,126.349998474121,1461.25,426.899993896484,715
2013-03-01,724.25,129.949996948242,1464.5,427.299987792969,713.25
2013-03-08,725.25,127.550003051758,1508.5,436.100006103516,690
2013-03-15,717,125.775001525879,1426,418.799987792969,723
2013-03-22,726.25,126.199996948242,1440.5,419.299987792969,729.75
2013-03-28,695.25,128.899993896484,1404.75,404.600006103516,687.75
2013-04-05,629,126.025001525879,1361.75,391.799987792969,699
2013-04-12,658.5,125.849998474121,1413,400.200012207031,714.75
2013-04-19,652,126.349998474121,1428.25,412.399993896484,709
2013-04-26,644,127.849998474121,1430.75,417.899993896484,688.75
2013-05-03,699.5,121.824996948242,1455,417.799987792969,711.25
2013-05-10,687.75,120.449996948242,1488.25,444.299987792969,696.75
2013-05-17,652.75,119.400001525879,1448.5,425.100006103516,683.25
2013-05-24,657.25,120.574996948242,1476.25,428.200012207031,697.5
2013-05-31,662,121.300003051758,1510,447.200012207031,705.5
2013-06-07,666.25,120.125,1528.25,452.5,696.25
2013-06-14,655,119,1516.5,450.700012207031,680.75
2013-06-21,661.75,121.25,1493.25,447.700012207031,698
2013-06-28,679.25,118.150001525879,1564.5,490.299987792969,648.5
2013-07-05,684.75,121.949996948242,1588,489.100006103516,656
2013-07-12,701.5,121.849998474121,1563.25,535.5,675.5
2013-07-19,544,121.974998474121,1490.75,482.399993896484,664.5
2013-07-26,492,121.800003051758,1349.75,430.299987792969,650.25
2013-08-02,476,120.650001525879,1331,412.100006103516,660.5
2013-08-09,465.75,122.5,1340.75,420.5,633.5
2013-08-16,473.75,123.900001525879,1283.25,408.799987792969,631
2013-08-23,495.5,123.099998474121,1365.25,433.200012207031,634.5
2013-08-30,495,122.699996948242,1424,468.200012207031,643.25
2013-09-06,491.5,125.675003051758,1437,482.100006103516,635
2013-09-13,450,125.25,1488.75,496.200012207031,627.75
2013-09-20,451,125.949996948242,1315.25,413.399993896484,646.25
2013-09-27,454,128.25,1319.75,419.899993896484,683
